chapter_id,title,chars,pair_index,pair_pos,hook_type,hook_tail_quote,reward_signals
CH0966,第965章 禁地（一）,3370,483,2,question,树根。各种蕨类，灌木苔藓，密密麻麻的分布在石头上，树根上，甚至树干上。 高低不平的地面不时就有各式各样的毒虫一闪而过，或者是伪装趴在树皮上让人无法察觉。 路胜计算了下距离，视线里能够看到的黑雾越来越浓了。 一些树杈上隐约可以看到，阴影里有着惨白的人脸一闪而过。 树干上偶尔也有背部长着鬼脸的巨大蜘蛛，一动不动编织着毒网。,第 层
CH0967,第966章 禁地（二）,3711,484,1,question,破坏神发觉，就能通过这些领主和她的力量联系，直接找到她的本体。 所以，这样的风险很大。 其实王静也没料到，路胜会去阿瓦罗的禁地。那里是全世界最危险的数块区域之一。 但事已至此，她能做的，就是暗自支持路胜，保护他不受任何伤害。 那里的危险，就算是她，也有过印象。不出事还好，一旦出事……就算冒着暴露的危险，也不得不动手了。,第 成功 得到
CH0968,第967章 局面（一）,3433,484,2,crisis,胜的胳膊就往上拽。 要不是这货身上没任何恶意杀意，路胜差点就没忍住一巴掌拍过去。 “你谁啊！？”路胜莫名其妙稳住身形。 不等对方回答，忽然路胜扭头往后。 后边另一团人形黑雾正急速朝着这里狂奔而来。 “快带人走！！安迪！”它大叫着。 噗嗤。 一条手臂猛地从它肚子里穿透出来。 人形黑雾身体一顿，发出一声惨叫，当场溃散消失。,提升 第 层
CH0969,第968章 局面（二）,3581,485,1,crisis,有巨魔存在的怪物！你虽然很强，但千万别乱来！”安迪一惊之下，赶紧跟上。 虚无领主和巨魔之间，差距极大。巨魔几乎号称不死不灭，人类已知的所有手段都没法摧毁巨魔，而只能选择将其封印。 实力强大，不死不灭。这样的存在可以说是破坏神麾下真正的支柱战将。 自家神主之所以能占据优势，一定程度上还是因为，她麾下有着两位巨魔支柱效力。,第 层
CH0970,第969章 凄惨（一）,3494,485,2,crisis,米恩克咕噜吞咽了下口水，不敢告诉对方这个事实，缓缓后退。 巨魔这个层次和一般的虚魔完全是两个不同的物种。 就算他是顶尖级别的虚无领主，但和眼前巨魔的差距，依旧犹如天地般，毫无追上的可能。 不只是他，还有周围剩下的十多个黑雾人形，也纷纷不由自主的后退移开。 这是巨魔天生便带有的血脉威压。是属于破坏神神眷们特有的光晕威压。,层
CH0971,第970章 凄惨（二）,3504,486,1,reversal,，但到了这个地步，还愿意带上他们一起走，可见人还是不错，够朋友。 三人看着举着吊坠朝猎豹走去的杰拉，只能从心里暗自为其祈祷。 那猎豹似乎才吃饱，懒洋洋的不想动弹，只是偏过头看了眼杰拉，便没什么动作了。 但杰拉却是脸上流露出跃跃欲试的大无畏表情。 “看我项链！怕不怕！怕不怕？！”杰拉举起吊坠大叫一声，朝着猎豹脑袋戳去……,提升 第 层
CH0972,第971章 灵王（一）,3545,486,2,reward,息，才答应对方的恳求和交换条件。 当然，他路胜从来不做任何亏本生意。 区区一个普通人类，救活她主要是为了身后的红宝石组织。 一个能得到红宝石赠予守护道具的人，身份地位应该不低。 他在移山门的黄亚身上都没见过有什么魂力防御道具。这种道具应该非常难得。而且他居然都没看出来这人身上有保命之物。 所以，这也是他打算救人的关键。,层 得到
CH0973,第972章 灵王（二）,3403,487,1,crisis,间。进入的方法只有破坏神才能知晓。我等也不清楚。”黑雾人形迅速回答。 路胜眼神阴鸷起来。 又逼我。我都不想再浪费寄神力了。 但现在，似乎除开迅速提升灵术，成就破坏神外，再没有其他办法。 “看来，得提前前往万灵窟一趟了……” 念头刚落，路胜眼前骤然炸开一点黑色光点。光点急速扩大，化为漩涡，从中伸出一条洁白纤细的女性手臂。,提升 第 层 得到
CH0974,第973章 灵王（三）,3374,487,2,crisis,茫然看着刚刚还在的黑色漩涡，压根没弄清楚是怎么回事。 …… …… 别墅内。 路胜右臂膨胀到了原本的数倍，身上红色纹路密密麻麻浮现，眼睛瞪着才从漩涡里被拉出来的深红。 两人大眼瞪小眼，一时间相顾无语。 沉默半晌。 深红深吸一口气，感觉脑子有点乱。看了看面前的路胜，感觉剧本有点不对。 “你……”她张了张口，不知道该说什么。,第 得到
CH0975,第974章 灵王（四）,3615,488,1,crisis,是存在的对立，天生便会和存在的事物达成平衡。 所以除开同源力量，其余人估计只能被当做是它们的粮食。 路胜回忆了下之前和深红接触的瞬间。 “最后个问题。”他目光看向油画最上方。 “那是什么？”他手指向三神头顶悬浮着的那个银白色圆球状物体。 那东西赫然正是他一直在苦苦寻找的罪恶之眼。不光颜色，形状，连上边的花纹也一模一样。,第 层 成功
CH0976,第975章 灵王（五）,3438,488,2,reversal,高层也做了大量努力。我们这一派也有不少门人在国内担任高官和将领。所以……遇到事，不要怕。我们站在你身后，整个共和国在你身后。” 老头子表情隐隐有种神圣凛然。 “但也不要因此而嚣张跋扈。谨守自身，谨守本心。也不要太过老成，你现在才十八岁。” “明白。”路胜这个时候才想起王东的身份，原来自己还是个年纪十七八岁的高中少年……,提升 第 层 成功
CH0977,第976章 灵王（六）,3685,489,1,crisis,世界。 要是运气不好，落到洪荒世界那种神魔多如狗的世界宇宙，刚出生的小妖怪或者小修士，就和蚂蚁差不多，谁路过都能弄死一堆。 要是运气不好，遇到天神打架，一口气就能死伤几千上万。 再惨点，遇上不周山倒，才出生三分钟就死于非命也不是没有。 要是动作慢了，没来得及脱离肉身，那就是连天魔带肉身一起彻底陨灭。化为这个世界的养分。,提升 第 层 成功
CH0978,第977章 通灵本质（一）,3407,489,2,reversal,，完全由着自己的记忆推进着。 直到最后的那一下蓝色电火花炸开。 路胜眼前一花，再度回到了最初的街道边站立着。 “原来，我心里一直都还是想回到地球……”路胜微微感慨。 爽灵，掌管的五行之变，同时有着变化和控制两个属性。 变化即为被外界影响的七情六欲，能引动自身的各种变化。而控制，就是控制住这些变化，让其不过分的影响自我。,提升 第 层
CH0979,第978章 通灵本质（二）,3628,490,1,reward,。 但有总比没有好。 不知道有多少通灵人组织，修行的功法压根就没有一个能成就降神者。 有没有降神者，这是区分中型势力和大型势力最主要的区别。 “移山化灵功一共八层，每修成一层，完成一次魂力质变，同时魂力总量提升为原本的两倍。” 路胜感受了下肉身，还行，之前的基础很牢，在第七的滋养下，负荷没问题。 “先来个几层试试看。”,提升 推演 强化 第 层 成功 得到
CH0980,第979章 天才（一）,3531,490,2,open,来。 这次涌出胸口的寄神力，很快便像是从未存在过一般，消失不见。 而取而代之的，是海量的精纯大地魂力，源源不断从周围根须中涌入路胜体内。 方框内的字样缓缓发生着变化。从入门，缓缓变成第一层。而后面的特质里，也清晰的显示出了全新的大地魂力的变化。 “移山化灵功：第一层。（特质：魂力外放，大地魂力，防御强化，恢复力强化）”,提升 推演 强化 第 层
CH0981,第980章 天才（二）,3370,491,1,reversal,，一言不发。少数人留下开始驱散闲人。 大元老不说话，其他人也不敢出声。 他一马当先，二元老黄云寺和三元老在后面并肩而行，再身后是五名管事。 其中一位管事不断擦着汗水，这里压根就是他管理的区域。 现在若是不出事还好，若是出了事…… “这是……移山化灵功的气息！”走到一半，大元老微微一愣，猛地沉声道。“那里到底是……！？”,提升 第 层
CH0982,第981章 威灵（一）,2906,491,2,crisis,。 “天才也正因为如此，在前中期没有足够的心性意志磨练，到了后期，境界上提升反而比一般人要难上太多。正所谓成也天赋，败也天赋！” 路胜闻言，也是神情肃然起来。 “还请老师指点。” 黄云寺微微点头。 “首先，你要做的，是先稳住现在的修为，准备一些幽器材料，放在身边温养，作为你未来的兵刃铠甲装备。” “这个是。”路胜点头。,提升 第 层
CH0983,第982章 威灵（二）,3594,492,1,crisis,功的弟子管事，大多是被欧阳极故意放出风声，为了配合最大化的打击千山会士气而安排的计划。 但此时此刻，在看到被丢出来的两人后，原本心头悲观的众多弟子，之前的担忧和哀色渐渐消失。 取而代之的，是一种前所未有的全新精气神！ 敞开的别墅大门，可以透进去看到大厅正中盘坐着的路胜。在他的身后，正隐约盘踞着一只巨大的暗红色狰狞竖眼。,第 层 成功
CH0984,第983章 冲突（一）,3385,492,2,question,路胜身上停留了一秒，很显然是在确定他的名字和身份。 “行啊。”板寸头从侧面一巴掌拍在路胜肩上，凑上来嬉皮笑脸道。“连欧阳极那虚伪贱人都轻松打残了，看来那个新元会正会主也不一定是你对手。不愧是我们千山会标杆！” “我对什么千山会和新元会，没什么兴趣。”路胜不喜欢这种和人自来熟的家伙。 这让他想起了当初在邪神界的宿舍好友。,提升 第 层
CH0985,第984章 冲突（二）,3378,493,1,crisis,远的路人。心头感慨，自从加入移山门后，这还是第一次有这种待遇。 路胜心头也是烦。 他没空理会这些琐事，他来这里唯一的目的，就是成就破坏神。 不过，为了避免其他势力烦人，先把周围可能产生威胁的因素全部解决掉，也不错。 他心头隐隐有了些盘算。 这趟过去，就当是考察了，确定什么层次有可能会产生威胁。 然后，是威胁，就要铲除。,突破 第 层
CH0986,第985章 动手（一）,3436,493,2,crisis,重跌倒在地上。 她艰难的直起身，朝着凯尔方向望去，只是视野看到的，却是一双黑色皮质短靴，靴子边上还有着一个圆形带花纹。 尤怜勉强抬起头，正好对上一双平淡带着一丝不耐烦的深邃眼瞳。 “所以说，真是丢脸啊……” 路胜身上还锁着十多根魂力附着的特质锁链。一举一动都带起大片哗哗声。 “你……你……！？”尤怜脑子里都有些浆糊了。,突破 第 层
CH0987,第986章 动手（二）,3547,494,1,reversal,会的人，连同在场的所有人，除开自己一边的外。 其余人中全部的黄金级，都被他瞬间锁住。 大雪纷飞，刚刚还战况激烈的广场，现在就已经被覆盖上了一层薄薄白色，将刚才的战况掩埋住。 路胜手里的丝线牵拉住足足十多个黄金级。 其中包括酒鬼凯尔在内，所有人都站在原地一动也不敢动。 其中有个动弹一下的家伙，刚刚已经被当场切割掉了脑袋。,第 层
CH0988,第987章 幕后（一）,3350,494,2,crisis,终于让这具身体渐渐得到饱和。 之前身体饱和了，原本路胜以为自己这趟还得继续等很久，才能身体适应这股魂力，之后再度提升。 可没想到……在这万灵窟内，空气中仿佛无时无刻不在充盈活跃着大量莫名气息。 这种气息对于魂力，对于肉身，都有着极好的滋养效果。 这也导致不知不觉间，他之前还需要适应一下的身体强度，此时又可以再度提升了。,提升 强化 第 层 成功 得到
CH0989,第988章 幕后（二）,3740,495,1,reward,宇宙。 而且所谓的宇宙意识，也不会是针对他一个，而应该是针对他们这一个群体。 宇宙意识按照天魔界的分析，应该是模糊化的，是大面积的影响干涉。 就像人不能自由的控制自己身体内的每一个细胞一样。 他们顶多能做锻炼，来引导自己的身体，从整个大方向上得到提升强化。 而不是某个内脏发生病变，我要控制这个部分，调集免疫系统消灭它。,突破 提升 推演 强化 第 层 得到
CH0990,第989章 圣灵（一）,3446,495,2,crisis,人发疯的诡异低语的邪神气息，让人面蛇和黑龙都忍不住浑身发抖。 他们惊惧的看着地上一团已经被触须彻底包围了的南格。 特别是黑龙，他是最清楚南格真正实力有多强的人。所以此时看到南格在路胜手里。 连一分钟都没能撑过，他新的心理落差其实是最大的。 “但，只要人没死，一切就还有希望，南格，撑住！我想办法救你！”黑龙心中暗自发誓。,第 层 得到
CH0991,第990章 圣灵（二）,3920,496,1,reversal,一切，全部都渐渐消失不见，或者直接模糊化。 在大量灰色流光中间，一个披着灰色大衣，手里提着老式油灯的中年男人，缓缓的穿过空旷的过道，像是永不疲倦的幽灵，不断在剧院的各地各处吟唱着怪异的祈祷词。 路胜的目光，越过大片走廊，笔直的注视着他。 那个灰衣人似乎也察觉到了有人在看他，他索性缓缓回过头，朝着路胜露出一丝怪异的笑容。,突破 提升 第 层
CH0992,第991章 心魂（一）,3727,496,2,reversal,就连光线，也逃不掉被吞噬的命运。 远远望去，就像是飞龙后背上有着一团团灰黑色漩涡，不断吸收着周围一切。 路胜仰头和飞龙四只眼睛对视了一下。 飞龙呆了呆，似乎很明显的动作停顿下来。 然后，它猛地低吼一声。 嗖！！ 巨大的震动和音波震荡中，路胜刚刚摆好起手式，就看到双头怪龙转身就跑。 只是几个呼吸，就已经看不到怪龙的踪迹。,第 层 得到
CH0993,第992章 心魂（二）,3535,497,1,crisis,料。” 路胜胸膛正中缓缓亮起一轮圆月般灰光。 “从无虚妄，从无迷茫……就如诸天繁星……永远闪耀吾之力量……” 他缓缓伸手按住胸前灰光。 “颤抖吧……” 咔嚓！！ 一瞬间，灰光裂开。 哧哧哧哧！！！ 一圈灰色光轮以他为中心，刹那间朝着周围一切疯狂爆开，淹没一切。 两大破坏神还没来得及反应，便被无边无际的恐怖魂力彻底淹没。,第 层
CH0994,第993章 河外（一）,3597,497,2,crisis,涌向整个周围数百里大地地表。 海量灰色的魂力如同水流，冲刷过所有阻挡在面前的一切生物。 “哦？”白衣人微微有些诧异。“居然能挣脱我的压制。” “不过，这样又能改变什么呢？”他莫名的看向路胜。 “改变什么？？”路胜艰难的从地上挣扎站起，身上的血水几乎顺着皮肤往下流淌。 只是他的一双眼睛，就像是临死前的凶兽般，疯狂而狠毒。,第
CH0995,第994章 河外（二）,3478,498,1,reward,的。 他当初从众神世界离开，便是将能带走的全部带走，不只是追随他的神祇，还有麾下的龙族和其他族群。 现在正好派上用场。 毕竟之前那个白衣人可是给了他一份很大的重礼，打得他全身重伤，差点嗝屁回老家。 要是临走前不给他点回报，那岂不是显得他路某人不懂礼节？ 而就在这时，深红破坏神，居然主动前来找他，说自己有关于王静的消息。,成功 得到
CH0996,第995章 命运（一）,3369,498,2,reversal,全部占据。 整个这片地域，几乎变成了地狱。 “这到底……到底是……！！？”她一下跌坐在地，浑身全是汗水。 嘶…… 忽然远处天空再度浮现一个巨大的，无法形容的庞大螺旋圆孔。 无数云层在圆孔面前散开，那孔就如花蕊般，缓缓开放，露出里面漆黑深邃的空洞。 嗡…… 圆孔内逐渐亮起刺目的灿烂白光。 无数毁灭性的能量高速在其中聚集。,第 层 成功
CH0997,第996章 命运（二）,3399,499,1,crisis,是没找到……到底罪恶之眼和亲族的下落有什么关联？ 他心中泛起疑惑。 “看来还得回去调查下。如果没猜错的话，刚才那个深渊，就是所谓的罪恶之眼了。现在被一炮干掉了，回去应该会有新的线索。” 他这么想着，快速从高空往下飞去。朝着移山门方向。 …… …… 深渊边缘。 深红呆呆的站在原地，望着从天而降的巨大白光，心中一片茫然……,层
CH0998,第997章 极限（一）,3502,499,2,crisis,核心高层。 这些高层都是这些年里加入研究会的。 他们有的是从其他河系过来的，还有的索性就是古兽和星灵大战之下的反对者。 不管他们身份如何，这些存在都有着几个共同点。 一个就是他们都厌恶厮杀，喜欢和平安宁。 另一个，就是他们的实力，都很强很强……毕竟能够从星灵和古兽大战中逃离的存在，实力不强连余波都撑不住就死在半路上了。,提升 第 层 得到
CH0999,第998章 极限（二）,3334,500,1,crisis,秘籍，全部都只是提到冥罗，其余就再没有后续了。 路胜自己很清楚，他虽然外形狰狞，但本质上，依旧还是不折不扣的人族。灵魂上的成分就是这个。 也就是说，他也极有可能会出现所谓的生灵极限，种群极限。 而现在他的冥罗神魂，已经相当于一般同级别的数千倍之巨，可还是没办法突破质变。 这或许也变相的表明了这点，人族都是有生灵极限的。,突破 提升 融合 第 层 成功 得到
CH1000,第999章 僵持（一）,3505,500,2,reversal,抓，庞大星力猛然从空间站周围缝隙渗透而出，挡在那星灵身前，这是他之前就布置好的手段。 嘭！ 那星灵也是浑身泛起黑色星力，猛然往前撞去。 黑色和无色星力撞击在一起，泛出无声波纹。 “走，进去！”青阳大统领冷笑一声，大步朝着核心区入口走去。 “遮掩罪恶，终归会连自己也染黑！”西弗拉克紧随其后，带着其他星灵一起，走向核心区。,第 层
CH1001,第1000章 僵持（二）,3455,501,1,crisis,反应过来，路胜就已经到了入口门前。 “等等！！你这是去送死！？”老头急忙出手，但还是晚了一步。 路胜一只手已经进了入口。 “有的东西，不是自己不想就可以不做的。”他淡淡回了句，狠狠一头冲进黑色漩涡入口，消失不见。 无论多大的风暴，多大的压力，不管多困难的一切。 他路胜，都当一往无前！ “深蓝！让我看看，自己的极限！！”,提升 层
CH1002,第1001章 胸襟（一）,3399,501,2,crisis,老。 就像是时光一瞬间加速流逝了无数倍一样。 两个大头怪人的脑袋，都是类似三角形，后脑有着尖锐的密密麻麻突刺，看起来像是头发，但实际上是真的黑色尖刺。 双眼看起来是眼睛，但仔细分辨，就能看出，那是两个空洞。他们没有鼻子，没有嘴巴，声音似乎是通过某种对能量的震动产生。 “死星……！” “星盟的死刑守卫……死星级……！！”,突破 提升 第 层
CH1003,第1002章 胸襟（二）,3561,502,1,crisis,了么？不觉得他很可靠么？” “……”安希低下头，他已经克死了不少朋友，所有人，只要他真心和对方付出，唯一带来的就只有厄运…… “我们老大心胸开阔，胸怀天地，不是一般存在能比的。说起来，还有句他做梦时经常念的名言可以证明。”班赛笑道。 “什么名言？” “宇宙那么大，我只吃一口。” “……”安希脸一黑，这胸襟果然不一样……,融合 第 层 成功 得到
CH1004,第1003章 平和（一）,3425,502,2,reversal,。 没有谁认为自己是配角。 天魔界也是如此。 路胜这么想着。 忽然他周围黑暗微微一颤，仿佛整个空间都开始波动起来。 “会长？会长！醒醒！醒醒！！”一个带着担忧的女子声音，在路胜面前响起。 他缓缓睁开眼，马上认出了眼前的女子。 “托蓝？” “恩，是我，会长。”托蓝巴赫松了口气，轻轻将手里的热毛巾放回盆里，端着水放到一边。,突破 融合 层
CH1005,第1004章 平和（二）,3874,503,1,question,。”他笑着打趣道。 嘭。 路胜一巴掌打得他抬不起头。 “没大没小！老大的事情是你能随便谈论的吗？” 班赛苦着脸赶紧站起身躲远点。 “算了，给我安排去这三处的飞船，订好时间通知我。你们嫂子有自己的事业，不跟我回来，没事正好去散散心。” 路胜一直在外宇宙乱晃，很少在天魔界本地活动，这趟出去散散心也好。看看能不能捞点寄神力。,突破 推演 融合 第 层 得到 大帝
CH1006,第1005章 再聚（一）,3418,503,2,crisis,击威力，就算是死星也不可能硬抗而不抵抗。 但在那个人面前，他甚至只是身体周围力场本能的反弹攻击，就彻底干掉了他一半实力的分身集合体。 “研究会的力量，已经成型了……不可动摇……看来，那个老怪物的任务，得回去撤掉了。”真有些无奈。 路胜的实力比他想象的还要强大，那种不可撼动感，甚至比他在其余势力遇到的顶级强者，还要厉害。,融合 第 层 大帝
CH1007,第1006章 再聚（二）,3972,504,1,crisis,刚一进去，一颗挡在他们面前的小行星，便首当其冲，被路胜巨大的冲击力，撞得轰隆一下，当场凹陷下去一大块。 星球内部迅速裂开大片暗红裂纹，随即轰然爆开，化为一轮耀眼光晕。 光晕中，路胜和王静纠缠着翻滚着，不断发出恐怖的嘶吼。 嗷！！！ 路胜情不自禁，一口咬住王静的脖子，大量的血水从脖颈处飙射出来。但伤口马上又急速愈合恢复。,第 层 得到 大帝
CH1008,第1007章 超能级（一）,3619,504,2,question,易。还好的是那边对待我们态度很友好。” “那个叫真的家伙，是来自遥远的机器宇宙的一个下界飞升者，他从机器宇宙飞升上来，加入了古兽一边，并且和千足巨龟西堤，有不小的羁绊。我们已经开始收集千足巨龟西堤的资料了。还有……关于古兽一族中极其强大的八首鹰狮兽一族，不知道为何他们对我们的态度，似乎有些不友好。” 李顺溪有些不解道。,提升 强化 第 层 得到
CH1009,第1008章 超能级（二）,3378,505,1,crisis,了劲，也顶多在这里的生灵脑海里弄点幻象幻觉就完事了。连实体都显露不出来。什么妖魔鬼怪都成了幻觉假象。毫无意义。” “这样一来，只要稍微意志坚定一些，就能无视这些幻象，直接无视伤害。” 不知道怎么的，路胜忽然联想起自己曾经在地球上看到过的一些传闻。 说是身有正气的读书人，能够一言喝退鬼神。 现在看来，或许还真有这个可能。,突破 成功 得到
CH1010,第1009章 阶段（一）,3372,505,2,reward,的资料来看，这里的锻炼方法，和以前我所修习的那些，有些细微的不同。但最粗糙的基础部分都是一样的。倒是可以通用。” 最基础的部分，例如反复锻炼一个身体部位，那个部位就会得到更多营养供给，从而得到强化。 这个规律放在任何宇宙都是一样。 这是属于生物的进化型和适应性。 路胜脑海里稍微回忆了下，哪些功决可以适合现在的自己修习。,提升 融合 强化 第 层 得到
CH1011,第1010章 阶段（二）,3638,506,1,reversal,斗了。 他精通各种风格，各种式样的防身术。 而这个招生，也不能他主动招人，而是得别人主动找他求教入门。 自己主动招人就不值钱了，但如果是别人自己发现，主动求上门来，那就性质不同了。 虽然他也对所谓的黑道势力动过念头，但现阶段在摸不清这个世界底细的情况下，还是先骗点学生的钱稳定下生活，等后面实力修习上去了，再动手也不迟。,突破 提升 强化 第 层 得到
CH1012,第1011章 招生（一）,3385,506,2,question,的老师。”柳橙赶紧应下。 路胜迅速整理了下拉语的整体语法结构，同时筛选出最常用词汇，开始一点点的从无到有，给他们讲解整个拉语的体系结构。 一堂课很顺利上完。三人都感觉整个人不是一般的热爱学习。恨不得回到家就全身心的扑在学习上。 教完课，柳橙两个女生提前回去了，在心理引导术的作用下，她们恨不得回去一个通宵都用来疯狂学习。,第 层 得到
CH1013,第1012章 招生（二）,3444,507,1,crisis,较。 他心中灵感迸发，当下也不理会身体发生的变化，思路迅速流转计算。 很快，螺旋九命法最后的最高境界后，又渐渐成型了一层全新境界——天帝境。 “解开自限，即为天帝！成就最后一层者，当超越一切极限，彻底升华，成就无上天境……” 路胜有着冥冥预感，当自己突破到最后一层时，或许能借助这个超能级世界的力量，看到突破死星的希望。,突破 提升 强化 第 层 大帝
CH1014,第1013章 办班（一）,3592,507,2,crisis,…” 滋！！ 猛然间路胜手臂血管凸起，肌肉迅速膨胀，只是短短一瞬间，他手臂便比正常状态粗了一倍多。 噗！！ 路胜随手往侧面一掌。 整个手臂当场陷进去，嵌入建筑断层里。像是刀尖刺入豆腐块。 两个胖子还没来得及反应，就看到路胜轻轻一震，手臂像是尖刀般，再度拔出来，瞬间刺入另一旁的石墙。 哧。 石墙再度毫无阻碍的被刺入进去。,突破 提升 强化 第 层
CH1015,第1014章 办班（二）,3466,508,1,question,千里之外的气质。 就连他和甄荷认识，也是甄荷遇到他跑步次数多了，自己主动上前搭讪结伴的。 虽然甄荷也只是想夜跑找个邻居安全点。 “最近一直在忙。暂时没去夜跑。”路胜回想起对方的身份，点头回了句。 王木对甄荷其实也有点意思，但他隐藏太深。还因为脸皮薄，越是在意就越不主动接触对方。 这种别扭性格，反而让甄荷认为他完全无害。,提升 强化 第 层 成功 得到
CH1016,第1015章 扩散（一）,3468,508,2,crisis,量从腿部，腰部，再到右拳，尽数集中到一点。狠狠打在青年双掌上。 嘭！！！ 白安义的拳头只感觉接触到了薄薄的一层膜，然后波的一下，就破掉了。 然后就听到一阵咔嚓噼啪的断裂声。 “大……大哥！！？？大哥你怎么啦！！你醒醒啊大哥！！” 数秒钟后，别墅里传出一声惊恐的悲呼。 “大哥你的胸骨怎么碎了！！？？天呐，快来人救命！！”,突破 提升 强化 第 层 上交 统管
CH1017,第1016章 扩散（二）,3721,509,1,reward,多都知道白郡城狂给王师送重礼。 一打听原因，才知道，白郡城不知道为什么受了重伤，医院都诊断会留下后遗症了，去哪都医不好。 没想到在王师这里完全治好了，还不留下半点后遗症。这个消息慢慢传开，虽然大部分人还半信半疑，但已经有部分对自己病症绝望了的人，打算到他这里碰碰运气了。 慢慢的，路胜办的小班的名声也越来越大，越传越广。,第 层 得到
CH1018,第1017章 聚会（一）,3334,509,2,reversal,月的费用虽然夸张，但如果能彻底杜绝肥胖，那么两个月时间就能完成任务。 二十万彻底根除肥胖，这对于任何一个大胖子而言，都是个难以想象的诱惑。 时间慢慢过去。转眼又是两个月过去了。 外围班的学员流水一般，来了又走，走了又来，不断更新，渐渐的人数也开始减少起来，毕竟有钱的胖子就那么点。 再加上没有特意宣传，自然人数慢慢少了。,第 层
CH1019,第1018章 聚会（二）,3465,510,1,reversal,发言。 白安民首先提到了丁宁来安明市的举动，对其表示了感谢和支持。然后再提到了丁宁希望大家支持筹备的意思。 最后末了，才提到路胜的九命堂，同样也需要筹钱。但比起丁宁而言，这么点内容话语简直不起眼得可怜。 而且，在讲到名不见经传的九命堂时，下面的大部分人都表现出毫无兴趣之色。 路胜不以为意，但他身边的白郡城却是皱眉起来。,层
CH1020,第1019章 地皮（一）,3509,510,2,reversal,民也是一愣，看到白郡城在路胜身边小声解释什么。他心头一沉，知道要坏事。 路胜大概明白了前因后果后，微微暗示了下，他身后的魏韩冬顿时上前一步，大声胡扯道。 “干什么干什么？那块地我九命堂，也有股份在其中。” “怎么？你们这是像要买地的架势？这么多人围堵白家，我九命堂第一个看不过去。” 魏韩冬大义凛然道，先直接把性质定性。,第 层 得到
CH1021,第1020章 地皮（二）,3503,511,1,open,中。这就是通意……” 路胜清晰的解释。 “同时因为，诸多小肌肉纤维方向不同，功能不同，位置不同。所以我们需要不同的方式，调动我们的意识和精神状态，配合各种动作，来进行微控制。” “没有人能完美控制所有小肌肉群，但你可以选择控制哪一片方向。就比如，兔子的后腿弹跳肌肉群非常强壮。鸭鹅的脖颈肌肉群，十分有力，你们需要选择。”,提升 第 层
CH1022,第1021章 测试（一）,3542,511,2,open,着灰色裤袜的完美双腿凸显出来。 路胜只是一对上萧嫦铃那双忽闪水灵的大眼睛，便感觉心头猛地一跳。 不是他心跳，而是王木身体残留的记忆本能，狠狠躁动起来。 他连忙压制心底动静，仔细查看王木记忆。 高中时期，对于那时的王木，还是很有标志性的。 不是因为其他，而仅仅只是因为，那时候的高中，有着一个很温暖，很会照顾人的漂亮班长。,突破 第 层 成功 得到
CH1023,第1022章 测试（二）,3650,512,1,reversal,侧面开关处输入密码。 随着仓库大门缓缓上拉。 路胜从车上下来，缓步走进仓库。 啪嗒。 周围四面陡然亮起明亮到刺目的探照灯柱。 一瞬间整个仓库亮如白昼。路胜周围全是堆积如山的一套套密密麻麻的银白色外骨骼装甲。 “开始吧。”路胜缓缓扯掉上衣扣子。露出强悍如钢铁般的上身肌肉。 “让我看看，所谓的外骨骼装甲，能强到什么程度。”,层
CH1024,第1023章 心如死灰（一）,3467,512,2,crisis,贴身摔跤，缠斗，绞杀动作为主。 这些格斗术，其实真正算起来，修习人数都很少很少。 毕竟是科技时代，你练再强，也不会是枪炮激光束的对手。 所以真正习练的，也就是一些对格斗术的业余爱好者，或者是狂热者。 就像安明市，喜好格斗又愿意真正开练的，估计九命堂就吸纳了至少一半的人。 其余的，不是没接到消息，就是喜欢一个人闷头苦练。,第 层
CH1025,第1024章 心如死灰（二）,3479,513,1,crisis,地眼角余光看到郑欢，他居然正满头大汗，一脸惨白，嘴角不断的冒出血水。 刚才那一拳，居然就彻底将他重创了？ 可那一拳明明只是借助内植入装置打出的空气炮啊……？？ “没有目标，我给你。” 路胜走到郑欢面前，一般抓起他头发，将其笔直悬空提起来。 他竖起一根食指，对准郑欢的右眼。 “记住，这是死亡的恐惧……” 哧！ 血光飞溅。,第 层
CH1026,第1025章 扩展（一）,3388,513,2,crisis,民间格斗术能达到那种程度威力，应该是某种新技术的外骨骼装甲所致。 但不管如何，这次碰面，是真是假，一下也能看出。 他理了理双肩上的黑色尖刺，墨绿笔挺的军服几乎和黑色尖刺连成一体，远远看起来就像是一身紧身装甲一样。 虽然这身军服也确实有着单兵装甲的防御力，但柔韧性不是装甲能比拟的。这就是民间技术和军用技术之间的巨大差距。,突破 第
CH1027,第1026章 扩展（二）,3547,514,1,crisis,。”郑欢面色平静道。 这人脸皮厚到不可思议，挖了他的眼睛，居然还问他是不是朋友…… 有挖人眼睛的朋友？ “其实我挖你眼睛是为你好。你应该感谢我。”路胜大笑起来。 “等我杀了你就感谢你。”郑欢淡淡道。 一旁的白郡城听得一脸冷汗，感情这位神秘人的眼睛是被师傅亲手挖的？ 现在这两人居然还能挨着一起坐，谈笑风生，当真是够诡异。,融合 第
